rst/fetch/trap/dma			00		1		 NOP 		 1
setptb			01		1		 NOP 		 1
pagemap			02		1		 NOP 		 1
store			03		1		 NOP 		 1
load			04		1		 NOP 		 1
syscall * 			05		2		 NOP 		 1
sysret - paging_off			06		1		 NOP 		 1
call {*  , [a + *  ]}			07		5		 NOP 		 1
call a - supcpy			08		1		 NOP 		 1
ret - paging_on			09		1		 NOP 		 1
jmp {*  , [u16 + al]}			0A		3		 NOP 		 1
jmp {a, [*   + bl]}			0B		3		 NOP 		 1
lodstat - sti			0C		1		 NOP 		 1
stostat - cli			0D		1		 NOP 		 1
lodflgs - lodmsks			0E		1		 NOP 		 1
stoflgs - stomsks			0F		1		 NOP 		 1
mov a, *   - cla			10		3		 NOP 		 1
mov a, {b, pc}			11		1		 NOP 		 1
mov a, {c, g}			12		1		 NOP 		 1
mov a, d			13		1		 NOP 		 1
mov a, [*  ]			14		3		 NOP 		 1
mov a, [d]			15		1		 NOP 		 1
mov a, [d + *  ]			16		3		 NOP 		 1
mov a, [{bp, sp} + *  ]			17		3		 NOP 		 1
mov a, [{bp, sp} + d]			18		1		 NOP 		 1
mov al, * 			19		2		 NOP 		 1
mov al, {ah, gl}			1A		1		 NOP 		 1
mov al, {bl, gh}			1B		1		 NOP 		 1
mov al, bh			1C		1		 NOP 		 1
mov al, [*  ]			1D		3		 NOP 		 1
mov al, [d]			1E		1		 NOP 		 1
mov al, [d + *  ]			1F		3		 NOP 		 1
mov al, [{bp, sp} + *  ]			20		3		 NOP 		 1
mov al, [{bp, sp} + d]			21		1		 NOP 		 1
mov ah, * 			22		2		 NOP 		 1
mov ah, {al, gl}			23		1		 NOP 		 1
mov ah, {bl, gh}			24		1		 NOP 		 1
mov ah, bh			25		1		 NOP 		 1
mov b, *  			26		3		 NOP 		 1
mov b, {a, g}			27		1		 NOP 		 1
mov b, c			28		1		 NOP 		 1
mov b, [*  ]			29		3		 NOP 		 1
mov b, [d]			2A		1		 NOP 		 1
mov b, [d + *  ]			2B		3		 NOP 		 1
mov b, [{bp, sp} + *  ]			2C		3		 NOP 		 1
mov b, d			2D		1		 NOP 		 1
mov bl, * 			2E		2		 NOP 		 1
mov bl, {al, gl}			2F		1		 NOP 		 1
mov bl, {bh, gh}			30		1		 NOP 		 1
mov bl, [*  ]			31		3		 NOP 		 1
mov bl, [d]			32		1		 NOP 		 1
mov bl, [d + *  ]			33		3		 NOP 		 1
mov bl, [{bp, sp} + *  ]			34		3		 NOP 		 1
mov bl, [{bp, sp} + d]			35		1		 NOP 		 1
mov bh, {al, gl}			36		1		 NOP 		 1
mov bh, {bl, gh}			37		1		 NOP 		 1
mov c, {*  , g}			38		3		 NOP 		 1
mov c, {a, b}			39		1		 NOP 		 1
mov cl, {* , gl}			3A		2		 NOP 		 1
mov d, {*  , g}			3B		3		 NOP 		 1
mov d, {a, c}			3C		1		 NOP 		 1
mov [*  ], {al, bl}			3D		3		 NOP 		 1
mov [d], {al, bl}			3E		1		 NOP 		 1
mov [d + *  ], {al, bl}			3F		3		 NOP 		 1
mov [{bp, sp} + *  ], al			40		3		 NOP 		 1
mov [{bp, sp} + d], al			41		1		 NOP 		 1
mov [*  ], {a, b}			42		3		 NOP 		 1
mov [d], {a, b}			43		1		 NOP 		 1
mov [d + *  ], {a, b}			44		3		 NOP 		 1
mov [{bp, sp} + *  ], a			45		3		 NOP 		 1
mov [{bp, sp} + d], a			46		1		 NOP 		 1
mov sp, {a, *  }			47		3		 NOP 		 1
mov a, sp			48		1		 NOP 		 1
mov bp, {a, *  }			49		3		 NOP 		 1
mov a, bp - cmc			4A		1		 NOP 		 1
pusha			4B		1		 NOP 		 1
popa			4C		1		 NOP 		 1
mov si, {a, *  }			4D		3		 NOP 		 1
mov a, si - mov si, d			4E		1		 NOP 		 1
mov di, {a, *  }			4F		3		 NOP 		 1
mov a, di - mov di, d			50		1		 NOP 		 1
add sp, *   - inc sp			51		3		 NOP 		 1
sub sp, *   - dec sp			52		3		 NOP 		 1
add a, *   - stc			53		3		 NOP 		 1
add a, b   - clc			54		1		 NOP 		 1
add b, *   - add a, c			55		3		 NOP 		 1
add b, a   - add a, d			56		1		 NOP 		 1
add c, *   - add b, c			57		3		 NOP 		 1
add d, *   - add b, d			58		3		 NOP 		 1
add d, a   - add c, a			59		1		 NOP 		 1
add d, b   - add c, b			5A		1		 NOP 		 1
adc a, *   - add c, d			5B		3		 NOP 		 1
adc a, b   - add d, c			5C		1		 NOP 		 1
adc b, *   - sub a, c			5D		3		 NOP 		 1
adc c, *   - sub a, d			5E		3		 NOP 		 1
sub a, *   - sub b, a			5F		3		 NOP 		 1
sub a, b   - sub b, c			60		1		 NOP 		 1
sub b, *   - sub b, d			61		3		 NOP 		 1
sub c, *   - sub c, a			62		3		 NOP 		 1
sub d, *   - sub c, b			63		3		 NOP 		 1
sub d, a   - sub c, d			64		1		 NOP 		 1
sub d, b   - sub d, c			65		1		 NOP 		 1
sbb a, *   - add al, ah			66		3		 NOP 		 1
sbb a, b   - add al, bh			67		1		 NOP 		 1
sbb b, *   - add al, cl			68		3		 NOP 		 1
sbb c, *   - add al, ch			69		3		 NOP 		 1
add al, *  - add al, dl			6A		2		 NOP 		 1
add al, bl - add al, dh			6B		1		 NOP 		 1
add bl, *  - add bl, al			6C		2		 NOP 		 1
add cl, *  - add bl, ah			6D		2		 NOP 		 1
add ch, *  - add cl, al			6E		2		 NOP 		 1
sub al, *  - add cl, ah			6F		2		 NOP 		 1
sub al, bl			70		1		 NOP 		 1
sub cl, * 			71		2		 NOP 		 1
sub ch, * 			72		2		 NOP 		 1
dec ah			73		1		 NOP 		 1
mov d, b			74		1		 NOP 		 1
inc ah			75		1		 NOP 		 1
cmp ah, * 			76		2		 NOP 		 1
inc {a, b}			77		1		 NOP 		 1
inc c  - mov g, a			78		1		 NOP 		 1
inc d  - mov g, b			79		1		 NOP 		 1
inc al - mov g, c			7A		1		 NOP 		 1
inc cl - mov g, d			7B		1		 NOP 		 1
inc ch - mov g, si			7C		1		 NOP 		 1
dec {a, b}			7D		1		 NOP 		 1
dec c - mov g, di			7E		1		 NOP 		 1
dec d			7F		1		 NOP 		 1
dec al			80		1		 NOP 		 1
dec cl			81		1		 NOP 		 1
dec ch			82		1		 NOP 		 1
mov cl, {al, gh}			83		1		 NOP 		 1
mov al, cl - nand al, * 			84		2		 NOP 		 1
and a, *   - nand a, u16			85		3		 NOP 		 1
and a, b   - nand a, b			86		1		 NOP 		 1
and al, *  - and bl, u8			87		2		 NOP 		 1
and al, bl - nand al, bl			88		1		 NOP 		 1
or a, *    - nor a, u16			89		3		 NOP 		 1
or a, b    - nor a, b			8A		1		 NOP 		 1
or al, *   - or bl, u8			8B		2		 NOP 		 1
or al, bl  - nor al, bl			8C		1		 NOP 		 1
xor a, *   - nor al, * 			8D		4		 NOP 		 1
xor a, b    - ashr b, cl			8E		1		 NOP 		 1
xor al, *   - ashr bl, cl			8F		2		 NOP 		 1
xor al, bl  - ashr b, * 			90		2		 NOP 		 1
test a, *   - ashr bl, * 			91		4		 NOP 		 1
test a, b			92		1		 NOP 		 1
test al, *  - test bl, u8			93		2		 NOP 		 1
test al, bl - test cl, * 			94		2		 NOP 		 1
not a  - neg a			95		1		 NOP 		 1
not al - neg al			96		1		 NOP 		 1
not b  - neg b			97		1		 NOP 		 1
not bl - neg bl			98		1		 NOP 		 1
mov bl, ah - shl a			99		1		 NOP 		 1
mov bh, ah - shl al			9A		1		 NOP 		 1
mov bp, sp - shr a			9B		1		 NOP 		 1
mov sp, bp - shr al			9C		1		 NOP 		 1
shl a, {cl, * }			9D		2		 NOP 		 1
shl al, {cl, * }			9E		2		 NOP 		 1
shl b, {cl, * }			9F		2		 NOP 		 1
shl bl, {cl, * }			A0		2		 NOP 		 1
shr a, {cl, * }			A1		2		 NOP 		 1
shr al, {cl, * }			A2		2		 NOP 		 1
shr b, {cl, * }			A3		2		 NOP 		 1
shr bl, {cl, * }			A4		2		 NOP 		 1
ashr a, {cl, * }			A5		2		 NOP 		 1
ashr al, {cl, * }			A6		2		 NOP 		 1
mov bh, * 			A7		2		 NOP 		 1
mov al, ch			A8		1		 NOP 		 1
loopc *   - loopb u16			A9		3		 NOP 		 1
snex a - swp A			AA		1		 NOP 		 1
snex b - swp B			AB		1		 NOP 		 1
mul a, {b, c}			AC		1		 NOP 		 1
mul al, bl			AD		1		 NOP 		 1
div a, b			AE		1		 NOP 		 1
cmp a, *  			AF		3		 NOP 		 1
cmp a, b			B0		1		 NOP 		 1
cmp a, c			B1		1		 NOP 		 1
cmp a, d			B2		1		 NOP 		 1
cmp word[*  ], u16			B3		3		 NOP 		 1
cmp word[d], *  			B4		3		 NOP 		 1
cmp word[d + *  ], *  			B5		5		 NOP 		 1
cmp word[{bp,sp}+*  ], *  			B6		5		 NOP 		 1
mov a, [a + *  ]			B7		3		 NOP 		 1
mov word[*  ], u16			B8		3		 NOP 		 1
cmp al, * 			B9		2		 NOP 		 1
